Edge_ID,Source_ID,Citing_Title,Citing_Year,Citing_Venue_Raw,Citing_DOI,Article_URL,Full_Text_URL,Citing_Authors_Raw,Context_Priority,Independence_Class,Independence_Confidence,Independence_Note,Phase3_Fast_Attempted,Phase3_Fast_Match_Source,Phase3_Fast_Title_Score,Phase3_Fast_OpenAlex_ID,Phase3_Fast_Canonical_DOI,Phase3_Fast_Authors,Phase3_Fast_Institutions,Phase3_Fast_Countries,Final_Independence_Class,Final_Independence_Confidence,Final_Independence_Note,Overlapping_Source_Authors,Phase3_Fast_Changed
E211,P04,A molecular dynamics simulation for thermal activation process in covalent bond dissociation of a crosslinked thermosetting polymer,2023,molecules,,https://www.mdpi.com/1420-3049/28/6/2736,https://www.mdpi.com/1420-3049/28/6/2736,"N Yamada, Y Oya, N Kato, K Mori, J Koyanagi",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E212,P04,Percolated network of mixed nanoparticles with different sizes in polymer nanocomposites: a coarse-grained molecular dynamics simulation,2021,Materials,,https://www.mdpi.com/1996-1944/14/12/3301,https://www.mdpi.com/1996-1944/14/12/3301,"X Zhao, Y Nie, H Li, H Wu, Y Gao, L Zhang",Exclude,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E213,P04,Critical importance of both bond breakage and network heterogeneity in hysteresis loop on stress–strain curves and scattering patterns,2024,Macromolecules,10.1021/acs.macromol.4c01996,https://pubs.acs.org/doi/abs/10.1021/acs.macromol.4c01996,https://pubs.acs.org/doi/full/10.1021/acs.macromol.4c01996,"K Hagita, T Murashima",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1021/acs.macromol.4c01996,Katsumi Hagita; Takahiro Murashima,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E214,P04,Optimizing the fracture toughness of a dual cross-linked hydrogel via molecular dynamics simulation,2022,Physical Chemistry …,,https://pubs.rsc.org/cp/article-abstract/24/29/17605/761615,https://pubs.rsc.org/cp/article/24/29/17605/761615,"N Hu, Y Wang, R Ma, W Zhang, B Li, X Zhao…",Exclude,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E215,P04,The dissociation of physical interaction clusters under tensile deformation of hybrid double network gels,2020,Polymer,,https://www.sciencedirect.com/science/article/pii/S003238612030820X,,"R Zhao, Y Wang, S Wang, C Zhao, X Gong",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E216,P04,A combined numerical and theoretical study on the strengthening and toughening mechanisms of double network hydrogels,2025,… Journal of Smart and Nano Materials,10.1080/19475411.2025.2476130,https://www.tandfonline.com/doi/abs/10.1080/19475411.2025.2476130,https://www.tandfonline.com/doi/pdf/10.1080/19475411.2025.2476130,"B Gong, J Lin, Y Xie, J Qian",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1080/19475411.2025.2476130,Bo Gong; Ji Lin; Yu Xie; Jin Qian,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E217,P04,Efficient characterization of double-cross-linked networks in hydrogels using data-inspired coarse-grained molecular dynamics model,2024,The Journal of Chemical Physics,,https://pubs.aip.org/aip/jcp/article/160/2/024115/2932909,https://pubs.aip.org/aip/jcp/article/160/2/024115/2932909,"T Zong, X Liu, X Zhang, Q Yang",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E218,P04,Mechanically robust dual-crosslinking elastomer enabled by a facile self-crosslinking approach,2022,Materials,,https://www.mdpi.com/1996-1944/15/11/3983,https://www.mdpi.com/1996-1944/15/11/3983,"Z Huang, B Jin, H Wu, Z Zeng, M Huang, J Wu, L Liao…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E219,P04,Graphical models of dominant topologies of polymer-substrate adhesive-interfacial strength and toughness,2025,Acta Mechanica Sinica,10.1007/s10409-024-24181-x,https://link.springer.com/article/10.1007/s10409-024-24181-x,https://www.sciengine.com/parse/pdf/0567-7718/220C97761D0D414E992082515A53E47E.pdf,"X Wang, L Liao, X Wu, C Huang",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1007/s10409-024-24181-x,Xintianyang Wang; Lijuan Liao; Xianqian Wu; Chenguang Huang,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E220,P04,A Molecular Dynamics Simulation Study of Amine-Carboxyl Ionic Interactions and Their Distribution in a Polysiloxanes Network,2022,Journal of Macromolecular …,10.1080/00222348.2022.2116914,https://www.tandfonline.com/doi/abs/10.1080/00222348.2022.2116914,,"W Wu, S Shan, H Zhao, Y Lin…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1080/00222348.2022.2116914,Weijian Wu; Shijie Shan; Haojie Zhao; Yaling Lin; Anqiang Zhang,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E221,P04,Predicting mechanical constitutive laws of elastomers with mesoscale simulations,2022,…,,https://pubs.acs.org/mamobx/article/55/5/1487/1238119,https://hal.science/hal-03579023/document,"G Munoz, A Dequidt, N Martzel, R Blaak…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E222,P04,Probing the microscopic origin of toughness in multiple polymer networks,2026,Proceedings of the …,10.1073/pnas.2530175123,https://www.pnas.org/doi/abs/10.1073/pnas.2530175123,https://www.pnas.org/doi/full/10.1073/pnas.2530175123,"NHP Orr, M Le Goff, B Yiming, JL Barrat…",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1073/pnas.2530175123,Nicholas H. P. Orr; Magali Le Goff; Burebi Yiming; Jean-Louis Barrat; Mehdi Bouzid; Laurence Ramos; Costantino Creton; Kirsten Martens; Luca Cipelletti,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E223,P04,The Effect of Excluded Volume on Fracture Mechanisms in Coarse-Grained Simulations of Polymer Networks,2026,Macromolecules,10.1021/acs.macromol.5c03571,https://pubs.acs.org/doi/abs/10.1021/acs.macromol.5c03571,,"D Sen, K Hasegawa, BD Olsen",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1021/acs.macromol.5c03571,Devosmita Sen; Kanon Hasegawa; Bradley D. Olsen,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E224,P04,Learning Latent Representations to Bridge Coarse-Grained and Atomistic Resolutions in Polymer Simulations,2026,Journal of Chemical …,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13173536/,https://pmc.ncbi.nlm.nih.gov/articles/PMC13173536/,"S Desai, M Wilson, S Liu, S Kounouho…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E225,P04,A combined numerical and theoretical ﬆudy on the ﬆrengthening and toughening mechanisms of double network hydrogels,2025,,,https://www.researchgate.net/profile/Bo-Gong-14/publication/389895687_A_combined_numerical_and_theoretical_study_on_the_strengthening_and_toughening_mechanisms_of_double_network_hydrogels/links/67d7a9117d56ad0a0f04e7db/A-combined-numerical-and-theoretical-study-on-the-strengthening-and-toughening-mechanisms-of-double-network-hydrogels.pdf,https://www.researchgate.net/profile/Bo-Gong-14/publication/389895687_A_combined_numerical_and_theoretical_study_on_the_strengthening_and_toughening_mechanisms_of_double_network_hydrogels/links/67d7a9117d56ad0a0f04e7db/A-combined-numerical-and-theoretical-study-on-the-strengthening-and-toughening-mechanisms-of-double-network-hydrogels.pdf,"B Gong, J Lin, Y Xie, J Qian",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E226,P04,"Heterogeneity Effects in Highly Cross-Linked Polymer Networks. Polymers 2021, 13, 757",2021,,,https://search.proquest.com/openview/69123906a6decff8fc4f6f5c6ba00fbb/1?pq-origsite=gscholar&cbl=2032345,,"G Munoz, A Dequidt, N Martzel, R Blaak, F Goujon…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E227,P04,Modélisation mésoscopique des réseaux polymères à grande déformation,2021,,,https://hal.science/tel-03612758/,https://hal.science/tel-03612758v2/file/2021UCFAC074_MUNOZ.pdf,G Munoz,Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E228,P05,The Z1+ package: Shortest multiple disconnected path for the analysis of entanglements in macromolecular systems,2023,Computer Physics Communications,,https://www.sciencedirect.com/science/article/pii/S0010465522002867,https://www.sciencedirect.com/science/article/pii/S0010465522002867,"M Kröger, JD Dietz, RS Hoy, C Luap",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E229,P05,"Analyzing and predicting the viscosity of polymer nanocomposites in the conditions of temperature, shear rate, and nanoparticle loading with molecular dynamics …",2023,The Journal of …,10.1021/acs.jpcb.3c01697,https://pubs.acs.org/doi/abs/10.1021/acs.jpcb.3c01697,https://chemrxiv.org/doi/pdf/10.26434/chemrxiv-2023-1zx8l,"H Li, H Tian, Y Chen, S Xiao, X Zhao…",Exclude,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1021/acs.jpcb.3c01697,Haoxiang Li; Hao Tian; Yewei Chen; Sian Xiao; Xiuying Zhao; Yangyang Gao; Liqun Zhang,,,Coauthor-network citation,Probable,"Exact full-name overlap with source coauthor(s), but no shared persistent identifier: Haoxiang Li; Liqun Zhang; Xiuying Zhao; Yangyang Gao",Haoxiang Li; Liqun Zhang; Xiuying Zhao; Yangyang Gao,Yes
E230,P05,Facilely prepare high-performance loose nanofiltration membranes through regulation of polymer chain entanglements,2023,Separation and …,,https://www.sciencedirect.com/science/article/pii/S1383586623008729,https://drive.google.com/file/d/1qIJ4ndhe7GwAlLWTl52pwyouAkbIbTZA/view,"S Wang, Q Liang, Y Liu, B He, Y Ji, Z Cui, X Ma…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E231,P05,A review of computational modeling of polymer composites and nanocomposites,2026,Polymers,,https://www.mdpi.com/2073-4360/18/4/443,https://www.mdpi.com/2073-4360/18/4/443,"Z Yang, Z Meng",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E232,P05,"Polyvinylidene fluoride (PVDF) and nanoclay composites' mixed-matrix membranes: exploring structure, properties, and performance relationships",2025,Polymers,,https://www.mdpi.com/2073-4360/17/8/1120,https://www.mdpi.com/2073-4360/17/8/1120,"R Abu-Zurayk, N Alnairat, H Waleed, MQ Al-Khaial…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E233,P05,Polymer synergy: enhancing PA6/PLA properties with POE-g-MA and bioactive glass for advanced biomedical solutions,2025,Journal of Polymers and …,10.1007/s10924-025-03505-8,https://link.springer.com/article/10.1007/s10924-025-03505-8,,"MJ Azizli, S Lashgari, K Rezaeeparto, S Parham…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1007/s10924-025-03505-8,Mohammad Javad Azizli; Soheila Lashgari; Katayoon Rezaeeparto; Somayeh Parham; Azam Ghadami; Lobat Tayebi; Ehsan Vafa; Mohammadreza Asadizadegan,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E234,P05,Effects of 2D filler on rheology of additive manufacturing polymers: Simulation and experiment on polyetherketoneketone-mica composites,2023,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386123000526,https://www.sciencedirect.com/science/article/am/pii/S0032386123000526,"P Gao, SE Muller, J Chun, L Zhong, ZC Kennedy",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E235,P05,Comprehensive insights into molecular simulation-driven advances in functional materials for pollutant mitigation,2025,Coordination Chemistry …,,https://www.sciencedirect.com/science/article/pii/S001085452500150X,,"I Salahshoori, MN Jorabchi, M Asghari…",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E236,P05,Molecular simulation on the rheological properties of phenolic resins during crosslinking,2024,Computational Materials …,,https://www.sciencedirect.com/science/article/pii/S0927025623005669,,"Y Qiao, B Sun, H Wang, L Dong, J Wu…",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E237,P05,"Exploring the relationship between interfacial adhesion, molecular dynamics, and the brill transition in fully bio-based polyamide 1010 nanocomposites reinforced by …",2023,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386123008121,https://drive.google.com/file/d/1ejCtnufv6XU39xk04b0COO2_6SnN2HpX/view,"GM Pinto, AB Santos, E Helal, H Ribeiro, E David…",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E238,P05,Stress overshoot behavior in polymer nanocomposites filled with spherical nanoparticles under steady shear flow via molecular dynamics simulation,2023,Materials Today …,,https://www.sciencedirect.com/science/article/pii/S2352492823002635,,"H Li, R Ma, W Zhang, S Hu, X Zhao, L Zhang…",Exclude,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E239,P05,Breathable and antibacterial ultra-low particulate air filters using porous nanofibres,2026,Separation and …,,https://www.sciencedirect.com/science/article/pii/S1383586626008956,,"T Biswas, B Thakur, S Kumar, A Kumar…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E240,P05,Structure and Flow-Viscosity of Filled-Polymer-Based 3D Printing Ink: Exploration through Coarse-Grained Molecular Dynamics,2026,ACS …,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12947174/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12947174/,"SS Mohottalalage, JJ Karnes, SC Schmidt…",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E241,P05,Preparation of small-pore UF membranes with high porosity by modulating the size of nano-CaCO3 in a casting solution,2024,Polymer Journal,,https://www.nature.com/articles/s41428-024-00938-1,,"Y Wu, S Wang, Y Liu, Y Ji, B He, M Younas",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E242,P05,"Multifunctional Performance of PET Bottles Reinforced with Silica-Polystyrene Nanocomposites: Enhanced Mechanical, Thermal, Rheological, and Barrier Properties",2025,폴리머,,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE12494945,,S Kim,Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E243,P05,Computer simulation of polymer nanocomposites: Challenges and perspectives,2026,Fluid Phase …,,https://www.sciencedirect.com/science/article/pii/S0378381226001305,https://digibug.ugr.es/bitstream/handle/10481/113855/FPE_perspective_V02_clean.pdf?sequence=1&isAllowed=y,"A Escañuela-Copado, D Valero, G Giunta…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E244,P05,The impact of nanoparticles on the physicochemical properties of epoxy resin-based endodontic sealers: A systematic review with a network and pairwise meta …,2026,Biomedical …,10.1088/1748-605X/ae3cd9,https://iopscience.iop.org/article/10.1088/1748-605X/ae3cd9/meta,https://iopscience.iop.org/article/10.1088/1748-605X/ae3cd9/pdf,"ME Kalaitzoglou, F Dimopoulos, A Fardi…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1088/1748-605x/ae3cd9,Maria- Elpida Kalaitzoglou; Fotis Dimopoulos; Anastasia Fardi; Kostas Kodonas; Elisabeth Koulaouzidou; Nikolaos Economides; Hany Mohamed Aly Ahmed; Christos Gogos,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E245,P05,Molecular Dynamics Simulation of Polymer Nanocomposites: A Review,2025,… in Nano and Micro Scale Science …,,https://chal.usb.ac.ir/article_9846.html,https://chal.usb.ac.ir/article_9846_28c8b0e7aee7503ac7779b8d05356c14.pdf,"M Motamedi, MH Haghighatnejad",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E246,P05,基于分子动力学模拟的纳米颗粒驱油 微观机理研究进展与展望.,2026,… Geology &Recovery …,,https://openurl.ebsco.com/contentitem/gcd:191592786?sid=ebsco:plink:crawler-gcd&id=ebsco:gcd:191592786&crl=c&jrnl=10099603,,"刘峰, 杨凯, 王昊, 王玥, 张少妮, 王俊奇…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E247,P05,3D-printed thermoplastics-bioceramic composites for bone regeneration: linking in vitro findings with in vivo performance.,2026,Inzynieria Materiałowa,,https://openurl.ebsco.com/contentitem/gcd:192168178?sid=ebsco:plink:crawler-gcd&id=ebsco:gcd:192168178&crl=c&jrnl=02086247,,"M Wekwejt, D Słota",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E248,P05,Desenvolvimento de nanocompósitos de polietileno linear de baixa densidade e óxido de grafeno reduzido para a indústria de rotomoldagem,2025,,,https://dspace.ifrs.edu.br/handle/123456789/2463,https://dspace.ifrs.edu.br/xmlui/bitstream/handle/123456789/2463/1234567892463?sequence=1&isAllowed=y,S Costa,Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E249,P05,Polyamide 1010 and 2D nanomaterials-based hybrid multifunctional nanocomposites,2024,,,https://espace.etsmtl.ca/id/eprint/3588/,https://espace.etsmtl.ca/id/eprint/3588/,GM Pinto,Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E250,P05,Drukowane 3D kompozyty termoplastyczno-bioceramiczne do regeneracji kości: integracja obserwacji in vitro z wynikami in vivo,,mostwiedzy.pl,,https://mostwiedzy.pl/pl/publication/download/1/3d-printed-thermoplastics-bioceramic-composites-for-bone-regeneration-linking-in-vitro-findings-with_113958.pdf,https://mostwiedzy.pl/pl/publication/download/1/3d-printed-thermoplastics-bioceramic-composites-for-bone-regeneration-linking-in-vitro-findings-with_113958.pdf,"M WEKWEJT, D SŁOTA",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E251,P05,"Coarse-grained Modeling Studies of Entangled Semiflexible Polymers: Melts, Glasses, and Granular Media",2022,,,https://search.proquest.com/openview/497514226dd761134959fa7da65689cc/1?pq-origsite=gscholar&cbl=18750&diss=y,https://digitalcommons.usf.edu/cgi/viewcontent.cgi?article=10963&context=etd,JFD Dietz,Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E252,P06,Towards the next development of vitrimers: Recent key topics for the practical application and understanding of the fundamental physics,2025,Progress in Polymer Science,,https://www.sciencedirect.com/science/article/pii/S0079670025001054,https://www.sciencedirect.com/science/article/pii/S0079670025001054,"M Hayashi, RG Ricarte",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E253,P06,Understanding the topology freezing temperature of vitrimer-like materials through complementary structural and rheological analyses for phase-separated network,2025,ACS Macro Letters,10.1021/acsmacrolett.4c00783,https://pubs.acs.org/doi/abs/10.1021/acsmacrolett.4c00783,,"M Hayashi, M Suzuki, T Kito",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1021/acsmacrolett.4c00783,Mikihiro Hayashi; Maho Suzuki; Takumi Kito,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E254,P06,From bonds to breaks: multiscale perspectives on polymer network fracture,2025,International Journal of Smart …,10.1080/19475411.2025.2582826,https://www.tandfonline.com/doi/abs/10.1080/19475411.2025.2582826,https://www.tandfonline.com/doi/pdf/10.1080/19475411.2025.2582826,"Z Tang, W Xian, J He, R Long, Y Li",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1080/19475411.2025.2582826,Zihan Tang; Weikang Xian; Jianxin He; Rong Long; Ying Li,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E255,P06,Damage and self-healing behaviors in aircraft-grade carbon fiber reinforced vitrimer unidirectional laminates containing exchangeable disulfide crosslinks,2025,Composites Part B …,,https://www.sciencedirect.com/science/article/pii/S135983682501100X,https://www.sciencedirect.com/science/article/pii/S135983682501100X,"R Higuchi, M Kumada, Y Zusho, T Yokozeki…",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E256,P06,"High-Performance Bio-Based Epoxy Vitrimers with Tunable Thermal, Mechanical Properties and Recyclability",2025,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386125009474,,"MH Zhou, JG Sánchez, ZQ Zhao, W Ye, SG Prolongo…",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E257,P06,Stress Relaxation Modulation via Functionalized Silica in Covalent Adaptable Networks,2026,ACS Applied Polymer …,10.1021/acsapm.6c00613,https://pubs.acs.org/doi/abs/10.1021/acsapm.6c00613,https://pubs.acs.org/doi/full/10.1021/acsapm.6c00613,"J Cho, GJ Sampaio de Almeida, M Nandi…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1021/acsapm.6c00613,Jaehyun Cho; Gabriel Joaquim Sampaio de Almeida; Mridula Nandi; M. G. Finn; Blair Brettmann,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E258,P06,"Tuning Viscoelastic and Mechanical Properties in Advanced Thermosets: The Role of Stoichiometry, Surface Modification, and Hybrid Synthesis",2025,,,https://search.proquest.com/openview/a8db49cd84a485900381a3df6dd0afec/1?pq-origsite=gscholar&cbl=18750&diss=y,https://repository.gatech.edu/bitstreams/734b831c-7357-484e-97a8-258a052e559e/download,J Cho,Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E259,P06,"In Situ Decoding of Vitrimer Topological Evolution: A Non-Invasive, External Stress-Free Approach via Hierarchical CNT Sensing Networks",2026,… Applied Materials & …,10.1021/acsami.6c02746,https://pubs.acs.org/doi/abs/10.1021/acsami.6c02746,,"H Dai, B Du, Y Zhao, J Qiu, J Mou, K Peng…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1021/acsami.6c02746,Hongbo Dai; Baoyu Du; Yubo Zhao; Jieyang Qiu; Jianpeng Mou; Kun Peng; Shuai Liu; Yunsheng Xu,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E260,P06,Multiscale Simulation of Multicomponent Polyurethane Elastomers: Unraveling Composition-Dependent Microphase Separation Dynamics and Mechanical Properties,2026,Macromolecules,10.1021/acs.macromol.5c03283,https://pubs.acs.org/doi/abs/10.1021/acs.macromol.5c03283,,"Y Meng, X Wu, A Zhang, Y Lin",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,Crossref DOI fallback,,,10.1021/acs.macromol.5c03283,Yujiang Meng; Xionghui Wu; Anqiang Zhang; Yaling Lin,,,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E261,P06,Molecular mechanism of the fracture properties of slide-ring crosslinked elastomers,2026,Nanoscale,,https://pubs.rsc.org/nr/article-abstract/18/15/8234/1232523,,"R Ma, Y Zhang, X Wang, X Zhao, X Li, L Zhang, Y Gao",Exclude,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E262,P06,Phase-Locked Dynamics: Decoupling Mechanical Stability and Reprocessability in Vitrimer Elastomers,2026,,10.26434/chemrxiv.10002049,https://chemrxiv.org/doi/abs/10.26434/chemrxiv.10002049,https://chemrxiv.org/doi/pdf/10.26434/chemrxiv.10002049,Y Zhao,Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,10.26434/chemrxiv.10002049,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E263,P07,Advances in Monte Carlo method for simulating the electrical percolation behavior of conductive polymer composites with a carbon-based filling,2024,Polymers,,https://www.mdpi.com/2073-4360/16/4/545,https://www.mdpi.com/2073-4360/16/4/545,"Z Zhang, L Hu, R Wang, S Zhang, L Fu, M Li, Q Xiao",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
